"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","preceding","task_difficulty","median_production_vocab","sentence_structure","agent_argument_type","patient_argument_type","stimuli_modality","stimuli_actor","transitive_event","intransitive_event","presentation_type","character_identification","practice_phase","test_mass_or_distributed","n_train_test_pair","n_test_trial_per_pair","n_repetitions_sentence","n_repetitions_video","learning_domain","live_video","task","rhythm_class","speech_manip","percentV","deltaC","deltaV","VarcoV","nPVI_V","rPVI_C","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"1","Cooper1990","Cooper, R. P. & Aslin, N. R. (1990). Preference for Infant-directed Speech in the First Month after Birth. Child Development. 61(5), 1584-1595. DOI:10.1111/j.1467-8624.1990.tb02885.x","Cooper & Aslin (1990)","yes","Alex Cristia",1,NA,"1","eye-tracking","test_only","central fixation","looking_time","within_two","American English","typical",NA,NA,12,NA,34,NA,33.6,21.4,19.8,15.3,NA,NA,NA,0.72,0.1774666667,NA,"native",NA,NA,NA,NA,6,NA,0.583333333,NA,NA,NA,NA,NA,NA,NA,"Unfamiliar mother","Simulated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,"Infant directed speech preference","idspref","early_language",0.689513180009537,0.0914761843919527,0.637799691508822,0.0782693102703645,0.325930696072793,0.0163276685656935,0.338268486765389,0.111111111111111,1.25063856753241,0.300944584023226,"group_means_two",34,12,"Cooper1990 1","",1.11706605885131,"1990"
"2","Cooper1990","Cooper, R. P. & Aslin, N. R. (1990). Preference for Infant-directed Speech in the First Month after Birth. Child Development. 61(5), 1584-1595. DOI:10.1111/j.1467-8624.1990.tb02885.x","Cooper & Aslin (1990)","yes","Alex Cristia",2,NA,"2","eye-tracking","test_only","central fixation","looking_time","within_two","American English","typical",NA,NA,16,NA,2,NA,18.3,13.9,6.6,4.3,NA,NA,NA,0.72,0.1331,NA,"native",NA,NA,1.2,NA,24,NA,0.4375,NA,NA,NA,NA,NA,NA,NA,"Unfamiliar mother","Simulated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521,"Infant directed speech preference","idspref","early_language",0.789944866954881,0.0793754029008864,0.747626391939441,0.0710986947540146,0.367356106322791,0.012845435015773,0.385363305125858,0.0769230769230769,1.43280149746285,0.261134608602943,"group_means_two",2,16,"Cooper1990 2","",0.0657097681677242,"1990"
"3","Cooper1994","Cooper, R. P. & Aslin, N. R. (1994). Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech. Child Development. 65(6), 1663-1677. DOI:10.1111/j.1467-8624.1994.tb00841.x","Cooper & Aslin (1994)","yes","Alex Cristia",1,NA,"1","eye-tracking","test_only","central fixation","looking_time","within_two","American English","typical",NA,NA,12,NA,35,NA,30.4,31,17.6,13.1,NA,NA,NA,-0.04,0.1667,NA,"native",NA,NA,NA,NA,9,NA,0.666666667,NA,NA,NA,NA,NA,NA,NA,"Unfamiliar mother","Filtered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837,"Infant directed speech preference","idspref","early_language",-0.0386746807953744,0.0272289887889427,-0.0357740797357213,0.0232978035325391,-0.0193337259790394,0.00679961654698725,-0.0193361354563385,0.111111111111111,-0.0701481114386114,0.0895797825295205,"group_means_two",35,12,"Cooper1994 1","",1.14992094293517,"1994"
"4","Cooper1994","Cooper, R. P. & Aslin, N. R. (1994). Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech. Child Development. 65(6), 1663-1677. DOI:10.1111/j.1467-8624.1994.tb00841.x","Cooper & Aslin (1994)","yes","Alex Cristia",2,NA,"2","eye-tracking","test_only","central fixation","looking_time","between","American English","typical","IDS","ADS",10,10,35,35,38.6,33.4,NA,NA,0.57,NA,NA,0.27,0.2018225,NA,"native",NA,NA,NA,NA,30,NA,0.55,NA,3,NA,NA,NA,NA,NA,"Unfamiliar mother","Filtered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,"Infant directed speech preference","idspref","early_language",0.254911749434976,0.2016245,0.243665642842257,0.184226538170415,0.126433059367208,0.0480272861097649,0.127113286480503,0.142857142857143,0.462358769060992,0.66331801752248,"between",35,10,"Cooper1994 2","",1.14992094293517,"1994"
"5","Cooper1994","Cooper, R. P. & Aslin, N. R. (1994). Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech. Child Development. 65(6), 1663-1677. DOI:10.1111/j.1467-8624.1994.tb00841.x","Cooper & Aslin (1994)","yes","Alex Cristia",3,"IDS_first","3_IDS_first","eye-tracking","test_only","central fixation","looking_time","within_two","American English","typical",NA,NA,10,NA,35,NA,44.6,25.7,19.9,8.2,NA,NA,NA,1.24,0.23844,NA,"native",NA,NA,NA,NA,11,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"Unfamiliar mother","Filtered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,"Infant directed speech preference","idspref","early_language",1.24184984662166,0.163109552077712,1.12542642350088,0.133960091110699,0.527507139590012,0.0153304499533041,0.586684864247308,0.142857142857143,2.25246646227673,0.536608917681966,"group_means_two",35,10,"Cooper1994 3_IDS_first","",1.14992094293517,"1994"
"6","Cooper1994","Cooper, R. P. & Aslin, N. R. (1994). Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech. Child Development. 65(6), 1663-1677. DOI:10.1111/j.1467-8624.1994.tb00841.x","Cooper & Aslin (1994)","yes","Alex Cristia",3,"ADS_first","3_ADS_first","eye-tracking","test_only","central fixation","looking_time","within_two","American English","typical",NA,NA,10,NA,35,NA,23.1,27.4,12.6,17.7,NA,NA,NA,-0.28,0.20196,NA,"native",NA,NA,NA,NA,11,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"Unfamiliar mother","Filtered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,"Infant directed speech preference","idspref","early_language",-0.279891334248482,0.0559169579493698,-0.253651521662687,0.0459239859720898,-0.138595070194318,0.0131890495880769,-0.139492845590094,0.142857142857143,-0.507666724114563,0.183959418090876,"group_means_two",35,10,"Cooper1994 3_ADS_first","",1.14992094293517,"1994"
"7","Cooper1997","Cooper, R. P.; Abraham, J.; Berman, S. & Staska, M. (1997). The development of infants’ preference for Motherese. Infant Behavior and Development 20. 476–88.","Cooper et al. (1997)","yes","Alex Cristia",1,NA,"1","eye-tracking","test_only","central fixation","looking_time","within_two","American English","typical",NA,NA,20,NA,38.7,NA,30.6,36.3,13.37,17.93,NA,NA,NA,-0.36,0.10162,NA,"native",NA,NA,NA,NA,22,NA,0.4,NA,10,NA,NA,NA,NA,NA,"Child’s mother","Naturalistic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837,"Infant directed speech preference","idspref","early_language",-0.360412516046431,0.019547429543073,-0.345395327877829,0.0179524135907736,-0.177349612760611,0.00444009150410619,-0.179244896389393,0.0588235294117647,-0.653715992467071,0.0643084655494324,"group_means_two",38.7,20,"Cooper1997 1","",1.27148401404546,"1997"
"8","Cooper1997","Cooper, R. P.; Abraham, J.; Berman, S. & Staska, M. (1997). The development of infants’ preference for Motherese. Infant Behavior and Development 20. 476–88.","Cooper et al. (1997)","yes","Alex Cristia",2,NA,"2","eye-tracking","test_only","central fixation","looking_time","within_two","American English","typical",NA,NA,20,NA,42.7,NA,34.25,24.82,25.04,16.32,NA,NA,NA,0.45,0.10253125,NA,"native",NA,NA,NA,NA,19,NA,0.2,NA,10,NA,NA,NA,NA,NA,"Unfamiliar mother","Naturalistic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,"Infant directed speech preference","idspref","early_language",0.446187426875581,0.0219770804975463,0.427596284089098,0.0201838117763924,0.217740936867347,0.00474926645467121,0.221283380837059,0.0588235294117647,0.80929447119623,0.0723016968005594,"group_means_two",42.7,20,"Cooper1997 2","",1.40290355038091,"1997"
"9","Cooper1997","Cooper, R. P.; Abraham, J.; Berman, S. & Staska, M. (1997). The development of infants’ preference for Motherese. Infant Behavior and Development 20. 476–88.","Cooper et al. (1997)","yes","Alex Cristia",3,NA,"3","eye-tracking","test_only","central fixation","looking_time","within_two","American English","typical",NA,NA,23,NA,126,NA,23.72,19.9,12.76,9.69,NA,NA,NA,0.34,0.08821304348,NA,"native",NA,NA,NA,NA,6,NA,0.47826087,NA,10,NA,NA,NA,NA,NA,"Child’s mother","Naturalistic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558,"Infant directed speech preference","idspref","early_language",0.337173813282663,0.0409062213122516,0.325131891379711,0.0380365246640707,0.16624104444733,0.00940190531471543,0.167798367368444,0.05,0.611565648168522,0.134576073965111,"group_means_two",126,23,"Cooper1997 3","",4.13971539456662,"1997"
"10","Droucker2013","Droucker, D., Curtin, S. & Vouloumanos, A. (2013). Linking Infant-Directed Speech and Face Preferences to Language Outcomes in Infants at Risk for Autism Spectrum Disorder. Journal of Speech, Language and Hearing Research. 56, 567-576.","Droucker et al. (2013)","yes","Martin Zettersten",1,"sampleA_6mos","1","eye-tracking","test_only","central fixation","looking_time","within_two","Canadian English","typical",NA,NA,22,NA,183,NA,19.21,17.74,4.45,5.71,1.44,NA,0.3,NA,NA,0.576,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unfamiliar female","Simulated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576,"Infant directed speech preference","idspref","early_language",0.287170179872501,0.0404196980047274,0.276401298127282,0.037445060854692,0.142127466339074,0.00950484612153594,0.143096237230885,0.0526315789473684,0.520869089679768,0.132975476439387,"group_means_two",183,22,"Droucker2013 1","",6.01244378734676,"2013"
