"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","preceding","task_difficulty","median_production_vocab","sentence_structure","agent_argument_type","patient_argument_type","stimuli_modality","stimuli_actor","transitive_event","intransitive_event","presentation_type","character_identification","practice_phase","test_mass_or_distributed","n_train_test_pair","n_test_trial_per_pair","n_repetitions_sentence","n_repetitions_video","learning_domain","live_video","task","rhythm_class","speech_manip","percentV","deltaC","deltaV","VarcoV","nPVI_V","rPVI_C","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"1","Aldridge et al. (1999)","Aldridge, M. A., Braga, E. S., Walton, G. E., & Bower, T. (1999). The intermodal representation of speech in newborns. Developmental Science, 2(1), 42–46. https://doi.org/10.1111/1467-7687.00052.","Aldridge1999","yes","CC",1,"vowel_i_match_vs_mismatch","1","eye-tracking","test_only","looking while listening","first-look_duration","within_one",NA,"typical",NA,NA,16,16,1.4,1.4,12.18,6.4,4.58,4.49,NA,NA,NA,1.2423392,0.3877876,NA,"native","segment",NA,NA,NA,NA,NA,0.38,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",1.26200873362445,0.112270813867012,1.19440112289457,0.10056400387514,0.533645580325453,0.0102690482083447,0.59522850506501,0.0769230769230769,2.28903063870607,0.36935617288525,"group_means_one",1.4,16,"Aldridge et al. (1999) 1","",0.0459968377174069,"1999"
"2","Aldridge et al. (1999)","Aldridge, M. A., Braga, E. S., Walton, G. E., & Bower, T. (1999). The intermodal representation of speech in newborns. Developmental Science, 2(1), 42–46. https://doi.org/10.1111/1467-7687.00052.","Aldridge1999","yes","CC",1,"vowel_y_match_vs_mismatch","1","eye-tracking","test_only","looking while listening","first-look_duration","within_one",NA,"typical",NA,NA,16,16,1.4,1.4,11.61,6.26,7.72,3.48,NA,NA,NA,0.8709507,0.3707741,NA,"native","segment",NA,NA,NA,NA,NA,0.38,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",0.69300518134715,0.0775080056679374,0.655879903774982,0.0694260165565166,0.327404811783765,0.0137898010944309,0.339918700199307,0.0769230769230769,1.25697235733848,0.254991117953311,"group_means_one",1.4,16,"Aldridge et al. (1999) 1","",0.0459968377174069,"1999"
"3","Aldridge et al. (1999)","Aldridge, M. A., Braga, E. S., Walton, G. E., & Bower, T. (1999). The intermodal representation of speech in newborns. Developmental Science, 2(1), 42–46. https://doi.org/10.1111/1467-7687.00052.","Aldridge1999","yes","CC",1,"vowel_u_match_vs_mismatch","1","eye-tracking","test_only","looking while listening","first-look_duration","within_one",NA,"typical",NA,NA,16,16,1.4,1.4,8.93,7.64,5.84,4.1,NA,NA,NA,0.2492243,0.3549949,NA,"native","segment",NA,NA,NA,NA,NA,0.38,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",0.220890410958904,0.0640247679266748,0.209056996086106,0.0573487159139125,0.109777692892203,0.0154344590361061,0.110221891385955,0.0769230769230769,0.400650886962695,0.210633043769278,"group_means_one",1.4,16,"Aldridge et al. (1999) 1","",0.0459968377174069,"1999"
"4","Aldridge et al. (1999)","Aldridge, M. A., Braga, E. S., Walton, G. E., & Bower, T. (1999). The intermodal representation of speech in newborns. Developmental Science, 2(1), 42–46. https://doi.org/10.1111/1467-7687.00052.","Aldridge1999","yes","CC",1,"vowel_a_match_vs_mismatch","1","eye-tracking","test_only","looking while listening","first-look_duration","within_one",NA,"typical",NA,NA,16,16,1.4,1.4,13.06,8.05,1.69,1.97,NA,NA,NA,2.6609118,0.4913536,NA,"native","segment",NA,NA,NA,NA,NA,0.38,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",2.96449704142012,0.337132584643395,2.80568469991547,0.301978772405388,0.828982926754227,0.00257921830432287,1.18487595927135,0.0769230769230769,5.37700284900203,1.10912174704903,"group_means_one",1.4,16,"Aldridge et al. (1999) 1","",0.0459968377174069,"1999"
"5","Kubicek et al. (2013)","Kubicek, C., Hillairet de Boisferon, A. H., Dupierrix, E., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2013). Face-scanning behavior to silently-talking faces in 12-month-old infants: The impact of pre-exposed auditory speech. International Journal of Behavioral Development, 37(2), 106–110. https://doi.org/10.1177/0165025412473016.","Kubicek2013","yes","CC",1,"German_familiarization","1","eye-tracking","familiarization","looking while listening","looking_time_pc","within_one","German","typical",NA,NA,40,40,377,377,0.48,0.5,0.1,0.11,NA,NA,NA,-0.1884253,0.2241121,NA,"native","passage",NA,NA,NA,NA,NA,0.48,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",-0.2,0.0255,-0.196052631578948,0.0245033543975069,-0.099503719020999,0.00618751219303873,-0.0998340788992077,0.027027027027027,-0.362759872846844,0.0838916374092595,"group_means_one",377,40,"Kubicek et al. (2013) 1","",12.386291299616,"2013"
"6","Kubicek et al. (2013)","Kubicek, C., Hillairet de Boisferon, A. H., Dupierrix, E., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2013). Face-scanning behavior to silently-talking faces in 12-month-old infants: The impact of pre-exposed auditory speech. International Journal of Behavioral Development, 37(2), 106–110. https://doi.org/10.1177/0165025412473016.","Kubicek2013","yes","CC",1,"French_familiarization","1","eye-tracking","familiarization","looking while listening","looking_time_pc","within_one","German","typical",NA,NA,40,40,377,377,0.5,0.5,0.11,0.11,NA,NA,NA,0,0.2236068,NA,"non-native","passage",NA,NA,NA,NA,NA,0.48,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",0,0.025,0,0.024022896468144,0,0.00625,0,0.027027027027027,0,0.0822467033424113,"group_means_one",377,40,"Kubicek et al. (2013) 1","",12.386291299616,"2013"
"7","Kubicek et al. (2014a)","Kubicek, C., Gervain, J., Hillairet de Boisferon, A., Pascalis, O., Loevenbruck, H., & Schwarzer, G. (2014). The influence of infant-directed speech on 12-month-olds’ intersensory perception of fluent speech. Infant Behavior and Development, 37(4), 644–651. https://doi.org/10.1016/j.infbeh.2014.08.010.","Kubicek2014a","yes","CC",1,"AD_German","1","eye-tracking","familiarization","looking while listening","looking_time_pc","within_one","German","typical",NA,NA,49,49,372,372,0.48,0.5,0.08,0.093,NA,NA,NA,-0.2287578,0.2027006,NA,"native","passage",NA,NA,NA,NA,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",-0.25,0.0210459183673469,-0.246010638297873,0.0203795992565202,-0.124034734589209,0.00502235887527519,-0.124676746921443,0.0217391304347826,-0.453449841058555,0.0692382961811116,"group_means_one",372,49,"Kubicek et al. (2014a) 1","",12.2220168791967,"2014"
"8","Kubicek et al. (2014a)","Kubicek, C., Gervain, J., Hillairet de Boisferon, A., Pascalis, O., Loevenbruck, H., & Schwarzer, G. (2014). The influence of infant-directed speech on 12-month-olds’ intersensory perception of fluent speech. Infant Behavior and Development, 37(4), 644–651. https://doi.org/10.1016/j.infbeh.2014.08.010.","Kubicek2014a","yes","CC",1,"AD_French","1","eye-tracking","familiarization","looking while listening","looking_time_pc","within_one","German","typical",NA,NA,49,49,372,372,0.51,0.51,0.119,0.105,NA,NA,NA,0,0.2020305,NA,"non-native","passage",NA,NA,NA,NA,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",0,0.0204081632653061,0,0.0197620356426862,0,0.00510204081632653,0,0.0217391304347826,0,0.0671401659938052,"group_means_one",372,49,"Kubicek et al. (2014a) 1","",12.2220168791967,"2014"
"9","Kubicek et al. (2014a)","Kubicek, C., Gervain, J., Hillairet de Boisferon, A., Pascalis, O., Loevenbruck, H., & Schwarzer, G. (2014). The influence of infant-directed speech on 12-month-olds’ intersensory perception of fluent speech. Infant Behavior and Development, 37(4), 644–651. https://doi.org/10.1016/j.infbeh.2014.08.010.","Kubicek2014a","yes","CC",2,"IDS_German","1","eye-tracking","familiarization","looking while listening","first-look_duration","within_one","German","typical",NA,NA,47,47,369,369,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,"native","passage",NA,NA,NA,NA,NA,0.54,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",0.56,0.0246127659574468,0.550666666666667,0.0237991773049645,0.269629925519971,0.00490637561386506,0.276464691365661,0.0227272727272727,1.01572764397116,0.0809727544055331,"d_one",369,47,"Kubicek et al. (2014a) 1","",12.1234522269451,"2014"
"10","Kubicek et al. (2014b)","Kubicek, C., Hillairet de Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual german and french fluent speech in infancy. PLoS One, 9(2), https://doi.org/10.1371/journ al.pone.0089275.","Kubicek2014b","yes","CC",1,"4.5m_German_familiarization","1","eye-tracking","familiarization","looking while listening","looking_time_pc","within_one","German","typical",NA,NA,48,48,137.9,137.9,0.55,0.45,0.074,0.12,NA,NA,NA,0.9950896,0.2165814,NA,"native","passage",NA,NA,NA,NA,NA,0.54,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audio-Visual Congruence","audiovisual_congruence","early_language",1.35135135135135,0.0398557341124909,1.32931844888367,0.0385666855286896,0.559857411277987,0.00322452467076103,0.63262547667367,0.0222222222222222,2.45108022193813,0.131120109601762,"group_means_one",137.9,48,"Kubicek et al. (2014b) 1","",4.53068851516458,"2014"
